ticker,E_score,S_score,G_score,ESG_score,Sectors,Market_Cap,Beta_1Y,Risk_Score,Risk_Category
HIFS,52.68,0.46,52.28,35.14,Financials,676050400,0.702116792,64.86,High
KINS,76.39,16.13,0.2,30.91,Financials,44677390.8,0.064717609,69.09,High
JVA,18.54,54.03,6.74,26.44,Consumer,17354140.96,0.467450254,73.56,High
IPGP,93.57,93.03,47.62,78.07,Information Technology,5209585504,1.290552463,21.93,Medium
LTRX,60.84,54.03,42.3,52.39,Information Technology,191591550.5,1.34771232,47.61,Medium
ITI,62.01,75.58,31,56.2,Information Technology,111964467.1,1.314514539,43.8,Medium
JAMF,62.72,8.59,45.67,38.99,Information Technology,3735837000,1.326512075,61.01,High
LSCC,63.32,78.67,63.12,68.37,Information Technology,6827267522,2.366779355,31.63,Medium
IHRT,68.84,10.13,7.29,28.76,Communication Services,2464399269,1.225245314,71.24,High
LBC,73.1,38.93,94.58,68.87,Financials,680073782.2,0.515918147,31.13,Medium
ICUI,56.79,77.91,58.97,64.56,Health Care,5070581684,0.751870892,35.44,Medium
LANC,53.04,73.25,43.87,56.72,Consumer,4153104050,0.365710609,43.28,Medium
KE,84.85,83.84,72.85,80.51,Information Technology,456476002.4,0.808637958,19.49,Low
JJSF,28.52,45.49,10.94,28.32,Consumer,2806254599,0.452280838,71.68,High
KTCC,81.91,68.54,83.99,78.15,Information Technology,56930297.59,0.178406508,21.85,Medium
HSON,32.27,44.55,18.79,31.87,Industrials,92557707,1.128131545,68.13,High
LPLA,93.16,85.99,84.45,87.87,Financials,15251497056,1.506287893,12.13,Low
LNTH,75.03,75.58,52.89,67.83,Health Care,4527102795,1.355861308,32.17,Medium
LYTS,79.94,72.04,42.76,64.91,Industrials,204076249.3,0.753523453,35.09,Medium
IMGN,7.04,19.58,64.54,30.39,Health Care,1120323043,1.400848778,69.61,High
HWKN,70.21,71.35,50.66,64.07,Utilities,786376858.7,0.703945182,35.93,Medium
MCRI,50.41,43.95,4.51,32.95,Consumer,1354290147,1.357964725,67.05,High
MATW,46,13.88,69.91,43.26,Industrials,947014002,0.962462375,56.74,High
IRWD,8.05,66.44,70.77,48.42,Health Care,1876527514,0.583569034,51.58,High
LIND,75.94,43.95,50.25,56.71,Consumer,765202033.7,1.939842534,43.29,Medium
KOPN,19.76,54.03,22.54,32.11,Information Technology,149783723.7,1.939098417,67.89,High
INFN,97.37,99.85,68.95,88.72,Information Technology,1693041412,1.359617883,11.28,Low
IDBA,57.4,83.84,21.94,54.39,Information Technology,145266983.2,1.526978947,45.61,Medium
INBK,30.45,63.8,70.42,54.89,Financials,319659828.3,0.975590663,45.11,Medium
LCUT,49.65,54.03,64.44,56.04,Consumer,268629663.3,0.968193457,43.96,Medium
LULU,92.81,93.03,92.4,92.75,Consumer,46194418900,1.461234734,7.25,Low
KIRK,27.91,75.58,35.76,46.42,Consumer,90635400.45,1.648115082,53.58,High
JYNT,7.14,54.03,27,29.39,Health Care,448590146.4,1.835498292,70.61,High
IQ,32.67,54.03,0.86,29.19,Communication Services,3178104936,1.990145255,70.81,High
LFVN,54.66,97.16,14.08,55.3,Consumer,54487175.76,0.619128198,44.7,Medium
MBWM,52.13,63.8,71.99,62.64,Financials,495896761.1,0.650868605,37.36,Medium
IBTX,39.61,30.98,85.61,52.07,Financials,2932093151,0.831465106,47.93,Medium
JAN,58.46,44.55,4,35.67,Industrials,6842332.2,1.279798677,64.33,High
HST,100,83.84,85.87,89.9,Financials,14375841432,1.148217769,10.1,Low
LZ,39.06,13.88,48.28,33.74,Industrials,2928519395,1.299281996,66.26,High
LAND,80.45,38.93,7.35,42.24,Financials,1240996445,0.751929761,57.76,High
LSTR,93.26,72.04,95.04,86.78,Industrials,5654492816,0.832522089,13.22,Low
LBRDA,39.44,43.29,68.01,50.24,Communication Services,18643159203,0.670786517,49.76,Medium
LLL,13.37,12.01,57.65,27.68,Consumer,8939652.27,1.631251918,72.32,High
ITIC,64.13,54.03,7.6,41.92,Financials,352073610.3,0.58014213,58.08,High
MELI,77.81,79.58,33.79,63.73,Consumer,50518535567,2.229855603,36.27,Medium
LPSN,76.8,54.03,27.36,52.73,Information Technology,1693075831,1.161037453,47.27,Medium
KTOS,37.28,23.99,83.33,48.2,Industrials,1924905429,1.064246524,51.8,High
KELYA,45.16,83.84,88.22,72.41,Industrials,762579675.5,1.062761868,27.59,Medium
JKHY,78.93,8.59,75.33,54.28,Information Technology,13862973282,0.581981168,45.72,Medium
KOR,6.03,15.02,52.18,24.41,Utilities,11613679733,0.371528598,75.59,High
LOB,38.65,30.98,33.18,34.27,Financials,1910299459,1.755275144,65.73,High
MDB,67.02,30.98,27.81,41.94,Information Technology,24296180560,2.27125161,58.06,High
MAXN,66.87,8.59,61.2,45.55,Information Technology,509244511.4,1.923663973,54.45,High
KLAC,62.92,8.59,90.63,54.04,Information Technology,48746136405,1.878746618,45.96,Medium
KALA,5.93,30.98,31.41,22.77,Health Care,55171443.8,1.007078968,77.23,High
LITE,91.03,99.01,78.98,89.67,Information Technology,5998376000,1.38301467,10.33,Low
ISBC,32.47,30.98,89.51,50.99,Financials,3454167157,0.993689466,49.01,Medium
MNTV,67.07,54.03,60.03,60.38,Information Technology,2336608590,1.235128227,39.62,Medium
LGIH,77.2,54.03,82.32,71.18,Consumer,2328300244,1.347602744,28.82,Medium
INGN,89.41,83.84,38.7,70.65,Health Care,584139610.5,1.173298545,29.35,Medium
MLKN,74.47,13.88,95.14,61.16,Industrials,2370039918,1.291084033,38.84,Medium
LARK,22.54,30.98,72.24,41.92,Financials,125086398.8,0.100323404,58.08,High
MCBC,24.92,19.58,70.16,38.22,Financials,299379627.9,0.415863488,61.78,High
ITOS,8,5.17,35.03,16.07,Health Care,994675780,0.818624967,83.93,High
LQDA,13.73,54.03,64.18,43.98,Health Care,375128295.1,1.041328278,56.02,High
IDCC,86.52,87.72,33.13,69.12,Information Technology,1770924947,1.025952701,30.88,Medium
MIDD,69.35,88.68,63.83,73.95,Industrials,8530430563,1.037303733,26.05,Medium
ICAD,15.1,5.17,41.03,20.43,Health Care,91124417.42,1.286905378,79.57,High
HZNP,42.45,30.98,71.63,48.35,Health Care,22472141418,0.623069206,51.65,High
LBRDK,39.44,43.29,68.01,50.24,Communication Services,18643159203,0.661089994,49.76,Medium
KELYB,45.16,83.84,88.22,72.41,Industrials,758752529,0.776772993,27.59,Medium
LUMO,0.51,54.03,71.18,41.9,Health Care,69042242.5,0.560203685,58.1,High
MGI,75.63,78.67,72.64,75.65,Information Technology,972410415.9,1.008564364,24.35,Medium
JAZZ,8.41,66.44,93.31,56.05,Health Care,9711519689,0.737689648,43.95,Medium
LSXMA,71.48,69.88,77.1,72.82,Communication Services,14030491332,0.741429657,27.18,Medium
MEOH,99.44,97.97,98.48,98.63,Utilities,3732275858,0.730449649,1.37,Low
MACK,11.04,66.44,10.03,29.17,Health Care,76304282.67,1.040202497,70.83,High
KURA,12.74,54.03,17.73,28.17,Health Care,997542491.9,1.330115121,71.83,High
LE,81.46,89.77,81.51,84.25,Consumer,485822620.9,1.75180114,15.75,Low
JNCE,6.23,30.98,48.33,28.51,Health Care,266639573.8,1.055125256,71.49,High
KOSS,54.41,43.95,40.53,46.29,Consumer,59460667.5,1.364804953,53.71,High
LLNW,64.39,68.54,52.68,61.87,Information Technology,487823612.7,0.430105033,38.13,Medium
KLDO,2.99,30.98,19.81,17.92,Health Care,12360542.11,1.792499972,82.08,High
LOCO,50.46,54.03,44.93,49.81,Consumer,394261660.7,0.951086749,50.19,High
MAYS,59.22,73.15,11.09,47.82,Financials,80449779.8,-0.5392252,52.18,High
MXL,64.69,87.72,81.36,77.92,Information Technology,3911857470,4.118930942,22.08,Medium
MCBS,29.84,16.13,76.9,40.96,Financials,523565252.2,0.886598055,59.04,High
LGND,52.23,77.91,51.77,60.64,Health Care,1619868838,1.278040423,39.36,Medium
LIVE,31.76,69.3,8.16,36.41,Consumer,63419946.72,0.96040478,63.59,High
MPAA,54.81,81.46,65.6,67.29,Consumer,294931035.4,1.034440759,32.71,Medium
MDGL,12.74,66.44,16.16,31.78,Health Care,1222208607,1.185722319,68.22,High
LASR,63.73,75.58,14.94,51.42,Information Technology,613747571.6,1.640099146,48.58,Medium
MNTX,27,23.56,39.11,29.89,Industrials,150408875.6,0.422359274,70.11,High
KALU,95.04,97.64,84.3,92.33,Utilities,1541128705,1.0096359,7.67,Low
MGNI,37.44,69.88,84.9,64.07,Communication Services,1354996454,2.566822665,35.93,Medium
LVO,19.86,19.58,21.78,20.41,Communication Services,60203102.51,1.342299785,79.59,High
MTBC,30.55,5.17,41.03,25.58,Health Care,56940071.58,1.213559412,74.42,High
LBTYA,90.12,91.36,58.11,79.86,Communication Services,12284226939,0.894396023,20.14,Medium
LSXMB,71.48,69.88,77.1,72.82,Communication Services,14022670131,0.623545534,27.18,Medium
LQDT,33.89,12.01,62.87,36.25,Consumer,531696211.8,1.443991303,63.75,High
NBEV,49.39,43.95,16.31,36.55,Consumer,59576612.33,1.517121534,63.45,High
MIND,48.83,54.03,9.12,37.33,Utilities,13774104,0.714845589,62.67,High
INO,3.6,5.17,28.42,12.39,Health Care,660899968.7,1.364192856,87.61,High
KVHI,62.06,78.67,32.07,57.6,Information Technology,152854458.2,0.819066687,42.4,Medium
NEPH,5.17,12.01,57.52,24.9,Consumer,40939239.47,0.721405976,75.1,High
MCFE,62.87,8.59,45.67,39.04,Information Technology,11613679733,0.372947735,60.96,High
LGO,77.36,80.83,62.11,73.43,Utilities,535377459,1.321132802,26.57,Medium
KPTI,7.85,54.03,55.37,39.08,Health Care,501917765.8,0.824273525,60.92,High
MRSN,0.05,30.98,60.23,30.42,Health Care,349535477.6,1.664761577,69.58,High
MYGN,39.16,54.03,63.42,52.2,Health Care,1702430558,1.461800436,47.8,Medium
MTCH,42.2,43.29,23.45,36.31,Communication Services,23039552550,1.711979558,63.69,High
LOGC,4.46,30.98,14.99,16.81,Health Care,15495780.78,1.007319937,83.19,High
MERC,94.33,91.01,43.77,76.37,Utilities,1022408326,0.772208054,23.63,Medium
MDLZ,98.68,96.86,98.23,97.92,Consumer,88280488485,0.430184942,2.08,Low
KLIC,94.73,8.59,62.61,55.31,Information Technology,2941826210,1.895981119,44.69,Medium
MLVF,19.15,38.93,92.25,50.11,Financials,120642013,0.169610603,49.89,Medium
MANH,67.88,95.57,24.87,62.77,Information Technology,8289963610,1.306912353,37.23,Medium
LECO,73.81,97.8,99.19,90.27,Industrials,7732766203,0.872496509,9.73,Low
KEQU,7.65,22.87,83.74,38.09,Health Care,38946627.08,0.218925082,61.91,High
LAUR,67.12,70.74,23.3,53.72,Consumer,1967807412,0.591283383,46.28,Medium
LIVN,94.38,94.43,92.05,93.62,Health Care,4126641665,1.044453261,6.38,Low
LBTYB,90.12,91.36,58.11,79.86,Communication Services,12287604079,0.67504808,20.14,Medium
MBCN,49.29,30.98,81.86,54.04,Financials,152536483,0.220816968,45.96,Medium
NDAQ,95.49,86.83,89.61,90.65,Financials,25803360408,0.904940604,9.35,Low
MODV,67.93,71.35,75.58,71.62,Health Care,1439138583,1.281583219,28.38,Medium
LMAT,27.61,41.13,2.48,23.74,Health Care,957324016.2,0.974657466,76.26,High
MPB,30.14,30.98,95.95,52.36,Financials,418016390,0.629615115,47.64,Medium
NBIX,48.02,66.44,87.34,67.27,Health Care,8712345666,0.39994736,32.73,Medium
MIRM,14.69,30.98,44.33,30,Health Care,775037004.8,0.572416881,70,High
LRCX,69.2,8.59,74.06,50.62,Information Technology,66488886742,1.812466883,49.38,Medium
NGM,7.24,86.47,10.44,34.72,Health Care,1031506588,0.724338665,65.28,High
KALV,9.6,19.58,24.97,18.05,Health Care,330352225.8,1.326447024,81.95,High
LHCG,56.13,54.03,39.06,49.74,Health Care,5171584289,1.063301621,50.26,High
LWAY,17.33,73.4,62.06,50.93,Consumer,87979135.2,0.501215955,49.07,Medium
MCFT,84.4,70.74,63.27,72.8,Consumer,442846955.9,1.123753995,27.2,Medium
KRNY,31.21,19.58,95.59,48.79,Financials,845660160,0.671391953,51.21,High
LSXMK,71.48,69.88,77.1,72.82,Communication Services,14030491332,0.783781767,27.18,Medium
NLOK,97.42,8.59,66.21,57.4,Information Technology,14797332573,0.561326806,42.6,Medium
MGNX,22.24,54.03,28.93,35.06,Health Care,465454913.2,1.232618743,64.94,High
NEPT,17.53,12.01,57.52,29.02,Consumer,33515541.47,1.106651096,70.98,High
MESA,2.89,81.36,12.87,32.37,Industrials,121198723.8,1.368088349,67.63,High
MYRG,94.93,13.88,52.48,53.77,Industrials,1312066448,1.129647447,46.23,Medium
LEE,40.02,45.14,64.89,50.02,Communication Services,142312491.1,1.008157847,49.98,Medium
MTEM,17.38,30.98,17.27,21.88,Health Care,93466381.34,1.178184224,78.12,High
MRTN,76.09,13.88,72.34,54.1,Industrials,1458654375,0.640775854,45.9,Medium
MDRX,48.07,83.84,54.96,62.29,Health Care,2356710469,0.536138516,37.71,Medium
NRIM,29.74,16.13,93.26,46.38,Financials,231298158.9,0.672832194,53.62,High
LOGI,91.84,87.72,93.36,90.97,Information Technology,11483893171,1.250244271,9.03,Low
LWLG,27.25,23.35,3.95,18.19,Information Technology,1253125395,3.6747246,81.81,High
LBTYK,90.12,91.36,58.11,79.86,Communication Services,12284226939,0.889194402,20.14,Medium
MMSI,97.11,94.43,85.56,92.37,Health Care,3560623023,0.863012714,7.63,Low
MPWR,89.56,83.84,57.95,77.12,Information Technology,19156813750,1.924554683,22.88,Medium
MANT,82.37,80.4,18.69,60.49,Industrials,3325616092,0.330275515,39.51,Medium
NTIC,56.08,19.58,58.26,44.64,Utilities,105586369.6,0.333196735,55.36,High
LMNL,48.38,54.03,33.74,45.38,Health Care,22878366.72,0.904384154,54.62,High
NMFC,50.05,21.99,23.96,32,Financials,1292331812,0.324741432,68,High
LILA,55.5,91.82,23.18,56.83,Communication Services,2110508120,1.223423168,43.17,Medium
KFFB,19.81,16.13,23.71,19.88,Financials,59171148,-0.047777726,80.12,High
MOFG,33.69,38.93,95.85,56.16,Financials,453287711.3,0.67277976,43.84,Medium
LRMR,11.04,54.03,16.06,27.04,Health Care,70133382,0.500408051,72.96,High
LIXT,9.7,5.17,16.26,10.38,Health Care,22972298.34,0.856222089,89.62,High
NBN,24.67,19.58,34.4,26.22,Financials,286837821.4,0.415737639,73.78,High
MDXG,30.8,54.03,45.24,43.36,Health Care,447743346.7,1.846328768,56.64,High
MITK,74.97,83.84,54.1,70.97,Information Technology,479362542.4,1.15595393,29.03,Medium
NUVA,8.31,83.84,26.14,39.43,Health Care,2804699353,1.066761601,60.57,High
NH,7.19,54.03,5.02,22.08,Health Care,83219285.73,1.137874142,77.92,High
NDLS,27.51,54.03,85.71,55.75,Consumer,262174615.6,1.426973589,44.25,Medium
MBII,53.75,54.03,80.6,62.79,Utilities,202324851.5,1.420260983,37.21,Medium
NAII,19.71,30.98,20.62,23.77,Consumer,57603107.98,0.544541399,76.23,High
MTRX,49.49,72.04,56.13,59.22,Industrials,178644377.6,1.037717766,40.78,Medium
MESO,5.12,54.03,53.8,37.65,Health Care,481336367,1.693108247,62.35,High
NERV,9.3,19.58,58.81,29.23,Health Care,21356510.84,0.799819275,70.77,High
MGPI,71.02,73.71,93.92,79.55,Consumer,1996125953,0.746235424,20.45,Medium
LEGH,63.22,54.03,4.91,40.72,Consumer,438919250.3,1.032820633,59.28,High
MCHP,89.87,8.59,61.7,53.39,Information Technology,37729530870,1.714343861,46.61,Medium
NSIT,71.12,68.54,87.49,75.72,Information Technology,3486898505,0.810857585,24.28,Medium
LTBR,6.13,44.91,14.13,21.72,Utilities,76450226.28,1.642435376,78.28,High
LXRX,0.76,54.03,54.2,36.33,Health Care,288715553.4,1.398682766,63.67,High
MRTX,21.68,5.17,18.49,15.11,Health Care,3573594417,1.054989854,84.89,High
LOPE,89.06,75.58,88.75,84.46,Consumer,3161234247,0.412832742,15.54,Low
NWSA,91.62,81.23,35.59,69.48,Communication Services,10797620389,1.200284254,30.52,Medium
MRCY,37.89,83.84,89.41,70.38,Industrials,3233829587,0.6365549,29.62,Medium
LILAK,55.5,91.82,23.18,56.83,Communication Services,2110508120,1.237401983,43.17,Medium
MNDT,84.3,95.57,78.82,86.23,Information Technology,5175599863,0.784119678,13.77,Low
MOMO,51.77,54.03,4.56,36.79,Communication Services,1047317484,1.809566773,63.21,High
OB,63.53,10.56,6.13,26.74,Communication Services,534387426.6,1.639783959,73.26,High
NBSE,12.74,30.98,7.8,17.17,Health Care,36700366.08,1.633998875,82.83,High
NVIV,9.6,30.98,30.7,23.76,Health Care,7031147.22,0.34473614,76.24,High
LSBK,16.41,30.98,53.5,33.63,Financials,82075427.7,0.063992898,66.37,High
MAR,89.67,91.19,47.06,75.97,Consumer,58297055350,1.268762234,24.03,Medium
NATH,15.91,70.74,25.89,37.51,Consumer,192383449.5,0.647141172,62.49,High
MEDP,47.97,83.84,32.98,54.93,Health Care,4632537271,1.237012507,45.07,Medium
NVAX,8.36,79.28,41.54,43.06,Health Care,4199426655,1.59751551,56.94,High
NESR,92.35,93.03,8.31,64.56,Utilities,597502476.9,0.751127699,35.44,Medium
LJPC,17.48,30.98,4.86,17.77,Health Care,103328107.3,1.165447458,82.23,High
NHTC,18.29,43.95,15.25,25.83,Consumer,80300449.17,0.339291798,74.17,High
LMNR,20.47,12.01,28.82,20.43,Consumer,207649760,0.480456429,79.57,High
MBIN,53.14,30.98,55.52,46.55,Financials,1016792736,0.859862959,53.45,High
MKSI,92.6,87.72,55.02,78.44,Information Technology,6595636886,1.751853435,21.56,Medium
METC,78.57,72.67,53.39,68.21,Utilities,680039239.7,1.136782328,31.79,Medium
LESL,40.32,12.01,55.85,36.06,Consumer,3619756639,1.184569729,63.94,High
NTLA,71.88,41.13,52.84,55.29,Health Care,3903186472,2.337541569,44.71,Medium
MTSI,95.34,95.57,73.66,88.19,Information Technology,3720273231,1.638322147,11.81,Low
LYFT,82.78,75.58,75.73,78.03,Industrials,10979698055,1.568222751,21.97,Medium
NSSC,61.9,23.35,14.03,33.1,Information Technology,650886716.3,1.034667019,66.9,High
OCX,5.47,41.13,67.33,37.98,Health Care,138660234.6,1.718533538,62.02,High
MRKR,1.87,19.58,11.65,11.04,Health Care,28670450.74,1.672473541,88.96,High
NMIH,64.54,63.8,67.73,65.36,Financials,1605907627,1.031452034,34.64,Medium
MCHX,20.67,0.46,8.26,9.79,Communication Services,73202785.77,1.161373175,90.21,High
MRVL,99.09,87.72,82.42,89.74,Information Technology,50927346000,2.049542354,10.26,Low
MOR,30.4,5.17,49.29,28.28,Health Care,739409968.8,1.111613316,71.72,High
LTRPA,38.35,69.88,43.54,50.59,Communication Services,148736586.8,2.274083081,49.41,Medium
NXGN,46.71,54.03,57.75,52.83,Health Care,1273107677,0.554451021,47.17,Medium
NBTB,46.66,54.03,97.92,66.2,Financials,1529312811,0.62873011,33.8,Medium
LOVE,51.87,79.58,76.6,69.35,Consumer,703459564.1,2.237737123,30.65,Medium
MGRC,77.91,54.03,90.93,74.29,Industrials,1998757176,0.696326982,25.71,Medium
MNKD,22.14,54.03,89.36,55.18,Health Care,827397889.1,1.265630428,44.82,Medium
MEIP,15.45,54.03,24.01,31.16,Health Care,72969168.54,0.460275011,68.84,High
NDSN,60.59,13.88,97.01,57.16,Industrials,12604971004,1.018111768,42.84,Medium
OBCI,19.3,12.01,60.79,30.7,Consumer,73986236.22,0.418592224,69.3,High
NATI,69,87.72,33.54,63.42,Information Technology,4492708062,1.099206612,36.58,Medium
NVCN,4.31,5.17,41.03,16.84,Health Care,17192764.7,0.668975703,83.16,High
NEWT,32.83,63.8,29.79,42.14,Financials,600161873,0.551443864,57.86,High
OFLX,59.57,30.98,25.73,38.76,Industrials,1131977269,0.781794084,61.24,High
MASI,44.98,86.47,63.32,64.93,Health Care,6612902924,1.073304568,35.07,Medium
NICE,93.97,93.03,70.92,85.98,Information Technology,13177796136,1.193601538,14.02,Low
LKFN,34.25,30.98,96.81,54.01,Financials,1851789646,0.517876957,45.99,Medium
LEVL,27.66,30.98,96.3,51.65,Financials,310958907.9,0.432062704,48.35,Medium
MBIO,11.04,19.58,0.56,10.39,Health Care,75793627.41,2.247924917,89.61,High
ODFL,90.02,83.84,83.28,85.71,Industrials,31857673846,1.197080449,14.29,Low
MKTX,80.4,83.84,77.51,80.58,Financials,9867644854,0.734663318,19.42,Low
LMST,21.88,2.08,62.97,28.98,Financials,163571489.2,0.325919777,71.02,High
NWBI,32.12,54.03,96.2,60.78,Financials,1591180845,0.483357541,39.22,Medium
MORF,14.89,30.98,44.83,30.23,Health Care,1251073815,1.111764363,69.77,High
NMRK,88.65,38.93,16.11,47.9,Financials,2890043929,1.494722105,52.1,High
NTNX,86.22,8.59,46.76,47.19,Information Technology,5653109681,1.783542862,52.81,High
MU,86.42,8.59,91.13,62.05,Information Technology,78836680104,1.623506969,37.95,Medium
NSTG,7.75,54.03,63.48,41.75,Health Care,905494900.9,1.650363576,58.25,High
MRLN,63.42,30.98,17.12,37.17,Financials,11613679733,0.018251718,62.83,High
LTRPB,38.35,69.88,43.54,50.59,Communication Services,151601399.6,0.246231366,49.41,Medium
OMER,9.3,30.98,24.42,21.56,Health Care,211400150.6,1.333193962,78.44,High
MFIN,50.15,63.8,70.97,61.64,Financials,210429697.5,0.656848012,38.36,Medium
MSBI,35.87,30.98,72.95,46.6,Financials,579332771.3,0.613309456,53.4,High
NXPI,97.32,99.01,62.26,86.2,Information Technology,46473967830,1.700781994,13.8,Low
NCBS,34.14,2.08,68.44,34.89,Financials,1082756136,0.552999382,65.11,High
MCRB,26.34,54.03,39.31,39.89,Health Care,458385227.2,1.165873978,60.11,High
NECB,24.06,2.08,78.42,34.85,Financials,182122648.3,0.240283844,65.15,High
OBLG,58.71,54.03,7.9,40.21,Information Technology,14021301.84,1.337102769,59.79,High
NEXT,46.5,83.84,46.96,59.1,Utilities,761104669,0.936666417,40.9,Medium
MNOV,4.05,66.44,7.95,26.15,Health Care,128493304.5,1.255071764,73.85,High
MGTA,11.04,41.13,89.11,47.1,Health Care,88198735.5,1.271438738,52.9,High
OGI,7.09,66.44,5.07,26.2,Health Care,467399174.3,1.616229015,73.8,High
NATR,25.58,79.58,71.78,58.98,Consumer,317992131,0.636667173,41.02,Medium
NICK,63.02,30.98,10.28,34.76,Financials,77064000,0.142016759,65.24,High
OPCH,43.36,41.13,63.58,49.36,Health Care,5120679932,1.188980729,50.64,High
ORLY,74.72,62.61,84.7,74.01,Consumer,40254004644,0.577944484,25.99,Medium
NVCR,88.25,86.47,33.84,69.52,Health Care,8510170469,1.74591133,30.48,Medium
PALT,13.58,69.88,8.46,30.64,Communication Services,24986378.78,1.004307671,69.36,High
OZK,41.54,54.03,92.86,62.81,Financials,4891660544,1.015244855,37.19,Medium
NWE,85.31,15.02,92.35,64.23,Utilities,3013368502,0.307253598,35.77,Medium
ODP,75.73,12.01,98.33,62.02,Consumer,2143121157,1.22296986,37.98,Medium
OMEX,0.2,23.99,56.18,26.79,Industrials,87357490.38,0.233641312,73.21,High
OSUR,72.95,54.03,86.02,71,Health Care,467152248.4,0.685594821,29,Medium
MVBF,30.19,38.93,73.51,47.54,Financials,496817371.6,0.584176316,52.46,High
MAT,93.62,97.16,89.46,93.41,Consumer,8709339801,1.192094574,6.59,Low
NNBR,60.33,80.4,88.65,76.46,Industrials,122892854,1.059545582,23.54,Medium
MBUU,84.14,30.98,27.61,47.58,Consumer,1069059347,1.40308228,52.42,High
NCMI,26.95,54.03,21.83,34.27,Communication Services,179664196.8,1.229358134,65.73,High
MGEE,94.83,73.66,65.45,77.98,Utilities,2776261915,0.364945964,22.02,Medium
MORN,85.11,93.03,60.99,79.71,Financials,10802723239,1.288846046,20.29,Medium
NTRA,54.36,30.98,67.93,51.09,Health Care,3614975947,1.365906923,48.91,Medium
NXST,64.74,71.53,53.19,63.15,Communication Services,6584925470,0.945678295,36.85,Medium
MSEX,84.09,83.84,91.54,86.49,Utilities,1501838718,0.371282828,13.51,Low
MRNA,81.05,54.03,64.99,66.69,Health Care,57261112289,1.207697744,33.31,Medium
NTAP,96.71,93.03,61.4,83.71,Information Technology,16467697744,1.012379435,16.29,Low
MLAB,88.6,66.44,23.4,59.48,Health Care,1141587934,0.640511689,40.52,Medium
LNDC,75.89,79.58,90.07,81.85,Consumer,285096142.5,0.418437563,18.15,Low
OBNK,31.41,30.98,56.84,39.74,Financials,900790011.6,0.711185991,60.26,High
PAA,93.06,96.25,27.51,72.27,Utilities,7300722369,0.662770198,27.73,Medium
NKLA,17.98,13.88,50.53,27.47,Industrials,2928408504,1.685612245,72.53,High
MNRO,79.99,54.03,63.37,65.8,Consumer,1574986578,0.932368142,34.2,Medium
NFBK,30.7,54.03,94.22,59.65,Financials,635670027.6,0.492668314,40.35,Medium
NEGG,0.1,54.03,38.75,30.96,Consumer,2403171420,2.890790563,69.04,High
NXTD,3.85,8.59,50.96,21.13,Information Technology,11613679733,,78.87,High
OKTA,92.25,68.54,26.19,62.33,Information Technology,19425620352,1.71862154,37.67,Medium
OPEN,43.31,2.08,73.76,39.72,Financials,4687928565,2.265387359,60.28,High
ON,99.9,99.19,76.44,91.84,Information Technology,24167204976,2.080259911,8.16,Low
NAVI,79.03,54.03,94.43,75.83,Financials,2354416617,1.069472366,24.17,Medium
MGTX,17.17,54.03,59.63,43.61,Health Care,462101610.5,1.377218585,56.39,High
PBIP,18.9,30.98,9.83,19.9,Financials,120698507.7,0.233740021,80.1,High
NODK,64.44,30.98,75.79,57.07,Financials,332840192.6,0.628709387,42.93,Medium
PANL,4.15,13.88,69.25,29.09,Industrials,219030797.2,1.015283585,70.91,High
OSW,25.28,43.95,37.23,35.49,Consumer,936050462.2,1.5257014,64.51,High
NCSM,53.85,54.03,47.82,51.9,Utilities,114794697,0.236347966,48.1,Medium
MVIS,2.74,54.03,41.74,32.84,Information Technology,598060098.6,2.591192042,67.16,High
ORMP,3.04,5.17,37.01,15.07,Health Care,215538024.8,2.007766259,84.93,High
MRNS,14.08,54.03,12.31,26.81,Health Care,245412228,1.648651643,73.19,High
PESI,56.33,23.99,80.7,53.67,Industrials,72524676.4,0.539513304,46.33,Medium
NVDA,99.65,96.33,97.52,97.83,Information Technology,4.89E+11,2.381363341,2.17,Low
NTCT,93.21,87.72,44.12,75.02,Information Technology,2321224884,0.967550054,24.98,Medium
OEG,81.56,44.55,6.69,44.27,Industrials,95714435.04,0.980651742,55.73,High
MLCO,94.28,54.03,7.85,52.05,Consumer,2802982006,2.165667517,47.95,Medium
MSFT,99.8,8.59,83.08,63.82,Information Technology,2.13E+12,1.279224121,36.18,Medium
PCSB,22.09,38.93,83.84,48.29,Financials,281394626,0.393694927,51.71,High
NYMT,31.31,63.8,76.55,57.22,Financials,1223809390,0.760466093,42.78,Medium
PANW,96.5,95.57,41.79,77.96,Information Technology,56328148576,2.18647115,22.04,Medium
NFLX,78.47,69.88,29.84,59.4,Communication Services,88614862121,1.410711653,40.6,Medium
NTRS,75.13,2.08,95.24,57.48,Financials,21719744637,1.116507507,42.52,Medium
NWFL,28.42,16.13,92.91,45.82,Financials,230752443.5,0.285913364,54.18,High
PFMT,21.83,13.88,21.33,19.01,Industrials,166036500.9,2.135252526,80.99,High
NKSH,27.1,21.99,96,48.36,Financials,211579277.8,0.301586311,51.64,High
PDFS,89.46,75.58,42.81,69.28,Information Technology,902694294,1.305216521,30.72,Medium
PAAS,96.2,96.33,35.87,76.13,Utilities,5148449745,0.360140635,23.87,Medium
MNST,78.42,97.16,54.86,76.82,Consumer,44889057476,0.973479551,23.18,Medium
ONB,75.08,54.03,93.67,74.26,Financials,4444188030,0.73031075,25.74,Medium
